Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;383204;;;Lysrör Fullfärg T5 Philips II;67,13;;;;
V;383206;;;Lysrör Fullfärg Std Philips I;65,45;;;;
V;383208;;;Lysrör Fullfärg Std Philips II;63,85;;;;
V;383240;;;Halogen Philips;60,33;;;;
V;383252;;;Glödljus Philips II;65,09;;;;
V;383260;;;Metallhalogen Philips;60,06;;;;
V;383264;;;Natrium Philips;62,78;;;;
V;383266;;;Metallhalogen Övriga Philips;67,33;;;;
V;383400;;;Övriga Ljuskällor Narva;59,34;;;;
V;383500;;;Led ID =S=;64,10;;;;
V;383502;;;Övriga Ljuskällor ID =S=;60,51;;;;
V;383994;;;Netto Ljus 83;50,00;;;;
V;383995;;;Solar Plus;50,00;;;;
V;385102;;;Termostater Devi II;70,00;;;;
V;385104;;;Termostater Devi III;64,99;;;;
V;385110;;;VärmekabelTbh Devi;67,80;;;;
V;385200;;;Radiatorer Dimplex;60,50;;;;
V;385202;;;Radiatorer Nobö (Dimplex);68,76;;;;
V;385204;;;RadiatorerTbh Nobö (Dimplex);66,00;;;;
V;385210;;;RadiatorerTbh Dimplex;58,00;;;;
V;385212;;;Glasfront radiator Nobö Dimplex;52,94;;;;
V;385214;;;Termostater Dimplex;41,84;;;;
V;385300;;;Termostater Ptm AB AD nVent;61,67;;;;
V;385302;;;Termostater Ptm AA nVent;60,00;;;;
V;385320;;;Termostater elektr. Calectro;48,98;;;;
V;385400;;;Fläktradiatorer Frico;66,09;;;;
V;385402;;;Strålvärmare Frico;58,54;;;;
V;385404;;;Värme OchTbh Frico;57,00;;;;
V;385406;;;Termostater OchTbh Frico;57,00;;;;
V;385500;;;Panelradiatorer LVI I;60,98;;;;
V;385501;;;Panelradiatorer LVI X;62,58;;;;
V;385502;;;Panelradiatorer LVI II;60,00;;;;
V;385506;;;Dekorativa radiatorer LVI;57,24;;;;
V;385510;;;Termostater LVI;66,00;;;;
V;385520;;;Tbh LVI;54,41;;;;
V;385610;;;Termostater & Sensorer Theben;48,98;;;;
V;385650;;;Radiatorer Adax;62,00;;;;
V;385670;;;Termostater Ebeco;67,74;;;;
V;385672;;;Givare industri Ebeco;36,73;;;;
V;385676;;;Elradiatorer Ebeco;38,00;;;;
V;385700;;;Termostater Exxact H1 =S=;66,00;;;;
V;385702;;;Termostater Renova H1 =S=;69,85;;;;
V;385706;;;Termostater Wiser H5 =S=;57,00;;;;
V;385800;;;Termostater Plus 44 Elko;65,53;;;;
V;385802;;;Termostater RS 49 Elko;65,53;;;;
V;385806;;;Termostater RS Renvit I 58 Elko;59,44;;;;
V;385808;;;TERMOSTAT RG36 ELKO;56,09;;;;
V;385850;;;KNX Tempgivare Hager;39,89;;;;
V;385900;;;Radiatorer Pax;58,91;;;;
V;385910;;;Termostater ABB;54,73;;;;
V;385912;;;Termostater Saga ABB;53,06;;;;
V;385920;;;Controller EQON;31,63;;;;
V;385930;;;Termostater Plejd;58,00;;;;
V;385990;;;Solar Plus Termostater;50,00;;;;
V;385994;;;Solar Netto;50,00;;;;
V;385995;;;Solar Plus;50,00;;;;
V;387100;;;Ridåfläktar Frico I;62,78;;;;
V;387102;;;RidåfläktarTbh Frico;62,87;;;;
V;387104;;;Ridåfläktar Frico II;59,78;;;;
V;387106;;;Värmefläktar Frico;61,55;;;;
V;387108;;;VärmefläktarTbh, Frico;60,53;;;;
V;387200;;;Värmefläktar Elbjörn;55,86;;;;
V;387500;;;Avfuktare  Fresh;17,13;;;;
V;387990;;;Solar Plus Värmefläktar;50,00;;;;
V;387994;;;Solar Netto;50,00;;;;
V;387995;;;Solar Plus;50,00;;;;
V;388100;;;Elberedare Nibe I;27,62;;;;
V;388102;;;Elberedare Nibe II;30,33;;;;
V;388104;;;Elpatroner O Elutr Nibe;41,59;;;;
V;388106;;;Elpatroner o Elutrustning NIBE;44,94;;;;
V;388108;;;Luftfilter Nibe;47,71;;;;
V;388994;;;Solar Netto;50,00;;;;
V;388995;;;Solar Plus;50,00;;;;
V;389100;;;Värmekabel T2Blå PTM;62,18;;;;
V;389102;;;Värmekabel T2Röd PTM;60,50;;;;
V;389104;;;Värmekabel Tak PTM;62,00;;;;
V;389105;;;Värmekabel T2Black nVent;59,00;;;;
V;389106;;;Värmekabel Rör I  PTM;65,50;;;;
V;389108;;;Värmekabel Rör II PTM;58,40;;;;
V;389110;;;Värmekabel Qnet PTM;59,00;;;;
V;389112;;;Värmekabel Mark PTM;65,00;;;;
V;389116;;;Värmekabel Ind. PTM;65,77;;;;
V;389118;;;Värmekabel IndTbh, Ptm;60,29;;;;
V;389130;;;Värmekabel TakTbh, Ptm;61,18;;;;
V;389132;;;VärmekabelTbh, Ptm;58,06;;;;
V;389134;;;Värmekabel T2Blå+ 7W  Chemelex (Nvent);29,59;;;;
V;389136;;;Värmekabel T2Blå+ 12W  Chemelex (Nvent);29,59;;;;
V;389200;;;Värmekabel Devikit 100 Devi;64,00;;;;
V;389204;;;Värmekabel Devimat Devi;61,79;;;;
V;389206;;;Värmekabel Devi;63,28;;;;
V;389208;;;Värmekabel Deviflex Devi;65,00;;;;
V;389212;;;Värmekabel Devisnow Devi;60,78;;;;
V;389230;;;VärmekabelTbh Devi I;64,32;;;;
V;389232;;;VärmekabelTbh Devi II;66,54;;;;
V;389300;;;Värmekabel Axjo;56,54;;;;
V;389400;;;Cable Kit 200 Ebeco;61,00;;;;
V;389402;;;Cable Kit 500 Ebeco;63,23;;;;
V;389404;;;Folie Ebeco;59,50;;;;
V;389406;;;Thermoflex Ebeco;59,00;;;;
V;389408;;;Tillbehör golvvärmekabel Ebeco;63,50;;;;
V;389410;;;Tillbehör folie Ebeco;64,00;;;;
V;389412;;;Cableflex Ebeco;62,47;;;;
V;389414;;;Multiflex Ebeco;63,00;;;;
V;389416;;;Frostskydd Tak  Ebeco;65,00;;;;
V;389418;;;Frostvakt 10 Ebeco;65,06;;;;
V;389419;;;F-10 Ebeco;68,00;;;;
V;389420;;;Tillbehör tak och mark Ebeco;59,48;;;;
V;389422;;;Frostvakt 25 Ebeco;64,00;;;;
V;389426;;;Folie husvagn Ebeco;50,35;;;;
V;389427;;;Takfolie Ebeco;54,00;;;;
V;389428;;;Spegelvärmare Ebeco;50,35;;;;
V;389430;;;Betonghärdning Ebeco;45,41;;;;
V;389432;;;Multimat Ebeco;45,41;;;;
V;389434;;;Tjältining Ebeco;45,41;;;;
V;389436;;;Värmekabel industri Ebeco;36,73;;;;
V;389438;;;Värmekabel industri tillbehör Ebeco;36,73;;;;
V;389994;;;Solar Netto;50,00;;;;
V;389995;;;Solar Plus;50,00;;;;
V;390100;;;Köksfläktar Futurum;52,57;;;;
V;390150;;;Luftkonditionering Thermex Scandinavia;38,37;;;;
V;390994;;;Solar Netto;50,00;;;;
V;393100;;;Fläktar Pax;53,50;;;;
V;393200;;;Intellivent Fresh;55,55;;;;
V;393202;;;Fläktar ochTbh Fresh;46,57;;;;
V;393204;;;Tillbehör väggventiler Fresh;54,88;;;;
V;393300;;;Aggregat ochTbh Tylö;53,69;;;;
V;393994;;;Solar Netto;50,00;;;;
V;393995;;;Solar Plus;50,00;;;;
V;394100;;;Handdukstorkar Somatherm;47,46;;;;
V;394105;;;Handtork Somatherm;60,99;;;;
V;394200;;;Handdukstorkar LVI I;52,74;;;;
V;394202;;;Handdukstorkar LVI II;51,27;;;;
V;394300;;;Handdukstorkar Pax;62,79;;;;
V;394320;;;Dispenser PAX;65,24;;;;
V;394401;;;Säsongsprodukter S2 Ledvance;44,90;;;;
V;394408;;;Ficklampor Ptx;46,82;;;;
V;394420;;;Säsongsprodukter S2 Narva;50,51;;;;
V;394500;;;Värmefläktar Adax;59,09;;;;
V;394550;;;Centraldammsugare CDS;50,76;;;;
V;394600;;;Centraldammsugare Flexit;40,06;;;;
V;394630;;;Brandvarnare;53,43;;;;
V;394700;;;Batterier ochTbh Pointex;41,46;;;;
V;394800;;;Hand och Hårtorkar Top Industri;51,81;;;;
V;394990;;;Solar Plus;50,00;;;;
V;394994;;;Solar Netto;50,00;;;;
V;394995;;;Solar Plus;50,00;;;;
V;397120;;;X-Guard I S Axelent;37,17;;;;
V;397125;;;X-Guard tbh I T Axelent;38,38;;;;
V;397931;;;Subc 97-nummer II 2599;75,79;;;;
V;397994;;;Solar Netto;50,00;;;;
V;399994;;;Solar Netto;50,00;;;;
V;401100;;;Jet-Kopplingar Ma Gbg Rör;52,65;;;;
V;401201;;;SML Gjutjärnsavlopp Rör Preis;41,14;;;;
V;401202;;;SML Gjutjärnsavlopp Rördelar;41,14;;;;
V;401203;;;SML Gjutjärnsavlopp Kopplingar;40,91;;;;
V;401992;;;Gjutjärnsavlopp Kopplingar;60,00;;;;
V;401994;;;Solar Netto;50,00;;;;
V;402100;;;Elförzinkade Rör Mapress Geberit;70,45;;;;
V;402102;;;Pressrördelar Fz Geberit I;60,24;;;;
V;402104;;;Pressrördelar Fz Geberit II;59,69;;;;
V;402108;;;Elfz Rör Supersize Ma Geberit;71,96;;;;
V;402110;;;Pressrördelar Elfz Supersize Geberit;61,02;;;;
V;402114;;;Mapress Rf Delar Geberit;70,57;;;;
V;402264;;;RF Pressrördelar Sanha;49,12;;;;
V;402300;;;Reparationskoppling MMA;65,01;;;;
V;402500;;;Tubrör Handelskval. Halltorp;59,95;;;;
V;402502;;;Tubrör Tryckkärlkv. Halltorp;64,19;;;;
V;402504;;;Rör Smidda Galv Ruukki;51,07;;;;
V;402506;;;Tubkrökar Halltorp;58,43;;;;
V;402510;;;Övriga Tubrördelar Halltorp;53,62;;;;
V;402512;;;Svetsfläns Halltorp;63,59;;;;
V;402514;;;Gängfläns Halltorp;62,33;;;;
V;402518;;;Smidda Rördelar Halltorp;58,90;;;;
V;402520;;;Aducerade Rördelar Halltorp;54,03;;;;
V;402710;;;Rostfritt Avlopp Rör Blücher;36,36;;;;
V;402712;;;Rostfritt Avlopp Rördelar Blücher;35,87;;;;
V;402800;;;Blårör Halltorp;47,89;;;;
V;402890;;;Temponox rör Viega;27,84;;;;
V;402892;;;Viega temponox delar Viega;27,84;;;;
V;402901;;;Viega Megapress;37,62;;;;
V;402903;;;Elförzinkad Press typ V Viega;63,03;;;;
V;402904;;;T-Plus För Stålrör Flamco;56,24;;;;
V;402908;;;Klamsvep Press Fz G Ahlman;79,90;;;;
V;402912;;;Flänspackning;66,32;;;;
V;402990;;;Solar Plus Fzb Rör;60,00;;;;
V;402991;;;Solar Plus Fzb Delar;60,00;;;;
V;402992;;;Solar Plus Rf Rör;60,00;;;;
V;402993;;;Solar Plus Rf Delar;60,00;;;;
V;402994;;;Solar Netto;50,00;;;;
V;402995;;;Solar Plus;60,00;;;;
V;403100;;;Kopparrör Raka Cupori I;55,20;;;;
V;403102;;;Kopparrör Raka Cupori II;51,48;;;;
V;403104;;;Prisolrör Cupori I;34,40;;;;
V;403106;;;Prisolrör Cupori II;41,20;;;;
V;403108;;;Tub-E White Cu-Rör Cupori;60,64;;;;
V;403200;;;Vatette Kl.Kpl Gbg Vvs I;65,09;;;;
V;403202;;;Vatette Kl.Kpl Gbg Vvs II;67,77;;;;
V;403204;;;Vatette Kl.Kpl Gbg Vvs III;66,89;;;;
V;403205;;;Vatette Kl.Kpl.Fkr Gbg Vvs X;67,77;;;;
V;403206;;;Vatette Kl.Kpl.Fkr Gbg Vvs;65,16;;;;
V;403300;;;Pressrördelar Cu M Geberit I;56,05;;;;
V;403302;;;Pressrördelar Cu M Geberit II;56,63;;;;
V;403304;;;Pressrördelar Cu M Supersize Geberit;59,70;;;;
V;403500;;;Klämringskopplingar VSH I;78,45;;;;
V;403502;;;Klämringskopplingar VSH II;77,32;;;;
V;403552;;;CU Pressrördelar 2 Sanha;47,29;;;;
V;403554;;;CU Tillbehör Press Sanha;33,32;;;;
V;403604;;;Kl.Kpl.Conex LK;36,00;;;;
V;403700;;;Solar Plus Metallrördelar I Ezze;53,86;;;;
V;403702;;;Solar Plus Metallrördelar II Ezze;53,86;;;;
V;403704;;;Stödhylsor För Cu-Rör Ezze;63,21;;;;
V;403706;;;Halvkopplingar-Krk Ezze;55,86;;;;
V;403800;;;Halvkopplingar Broen;50,26;;;;
V;403802;;;Kl. Kpl. Kuterlite Broen;59,94;;;;
V;403804;;;Klämring Till Kulventil Ballofix Broen;25,01;;;;
V;403900;;;Fkr Kopparrör Purus;42,40;;;;
V;403901;;;Fkr Kopparrör Purus X;48,34;;;;
V;403902;;;Klämringskopplingar FPL TA;52,18;;;;
V;403904;;;Kapillärrördelar Halltorp;66,98;;;;
V;403905;;;Koppardelar Hårdlöd Halltorp;60,27;;;;
V;403916;;;Halvkopplingar Markaryd;52,87;;;;
V;403924;;;CU T-plus för CU Flamco;60,13;;;;
V;403926;;;Svets och Lödning Tubman;50,64;;;;
V;403930;;;Pressrördelar CU typ V Viega I;61,82;;;;
V;403931;;;Pressrördelar CU typ V Viega X;64,35;;;;
V;403932;;;Pressrördelar CU typ V Viega II;61,54;;;;
V;403990;;;Solar Plus CU Press I;60,00;;;;
V;403991;;;Solar Plus CU Press II;60,00;;;;
V;403992;;;Solar Plus CU Press Fkr;60,00;;;;
V;403994;;;Solar Netto;50,00;;;;
V;403995;;;Solar Plus;60,00;;;;
V;403997;;;Anskaffningsmateriel AVC;30,00;;;;
V;404110;;;Golvvärme rör LK I;50,05;;;;
V;404112;;;Golvvärme rör LK II;49,44;;;;
V;404114;;;PAL rör LK I;47,14;;;;
V;404116;;;PAL rör LK II;47,14;;;;
V;404118;;;Universal rör LK I;47,02;;;;
V;404120;;;Universal rör LK II;46,17;;;;
V;404122;;;Golvvärme Fördelare LK;45,16;;;;
V;404124;;;Golvvärme förläggning LK I;45,45;;;;
V;404126;;;Golvvärme förläggning LK II;44,05;;;;
V;404128;;;Golvvärme kopplingar LK I ;42,98;;;;
V;404130;;;Golvvärme kopplingar LK II;48,50;;;;
V;404132;;;Golvvärme reglering LK I;48,59;;;;
V;404134;;;Golvvärme reglering LK II;43,69;;;;
V;404136;;;Golvvärme skåp LK I;43,84;;;;
V;404138;;;Golvvärme skåp LK II;45,82;;;;
V;404140;;;Golvvärme Tillbehör LK;48,50;;;;
V;404142;;;Pushfit Fördelare LK;36,26;;;;
V;404144;;;Pushfit Förläggning LK;31,03;;;;
V;404146;;;Pushfit Kopplingar LK;40,59;;;;
V;404150;;;Pushfit Skåp LK;47,81;;;;
V;404152;;;Pushfit Tillbehör LK;29,03;;;;
V;404154;;;Universal Fördelare LK I;58,07;;;;
V;404156;;;Universal Fördelare LK II;58,23;;;;
V;404158;;;Universal förläggning LK I          ;58,55;;;;
V;404160;;;Universal förläggning LK II           ;59,41;;;;
V;404162;;;Universal Skåp LK I;59,30;;;;
V;404164;;;Universal Skåp LK II;62,67;;;;
V;404166;;;Universal Tillbehör LK;59,03;;;;
V;404168;;;Universal/PAL kopplingar LK I  ;57,86;;;;
V;404170;;;Universal/PAL Kopplingar LK II;58,10;;;;
V;404208;;;Tomrör För PEX-Rör Uponor;54,80;;;;
V;404212;;;Tappvattenrör Uponor II;61,63;;;;
V;404214;;;Universalrör Uponor I;62,91;;;;
V;404216;;;Universalrör Uponor II;56,87;;;;
V;404218;;;MLC rör Uponor I;41,22;;;;
V;404220;;;MLC rör Uponor II;62,29;;;;
V;404222;;;Golvvärme/Värmerör Uponor I;61,79;;;;
V;404224;;;Golvvärme/Värmerör Uponor II;54,51;;;;
V;404226;;;Metallic Rör Uponor;43,66;;;;
V;404228;;;Golvvärme Förläggmatrial Uponor;43,10;;;;
V;404230;;;Golvvärme Montagematerial Uponor;42,45;;;;
V;404232;;;Golvvärme Regleringsmaterial Uponor;42,86;;;;
V;404234;;;Tappvatten montage material Uponor I;53,28;;;;
V;404236;;;Tappvatten montage material Uponor II;55,73;;;;
V;404238;;;Universal montage material Uponor I;58,18;;;;
V;404240;;;Universal montage material Uponor II;54,02;;;;
V;404246;;;Kulvert montage material Uponor;55,11;;;;
V;404502;;;PEM-Rör Pipelife II;72,49;;;;
V;404600;;;Plaströrskoppling PRK TA I;48,78;;;;
V;404602;;;Plaströrskoppling PRK TA II;48,24;;;;
V;404700;;;Vatette Plastkopplingsset Gbg Vvs;61,06;;;;
V;404702;;;Plaströrskoppling Vatette Gbg Vvs;56,45;;;;
V;404880;;;Solar Plus PE tryckrör/slang;60,00;;;;
V;404900;;;Tryckrör Pvs GPA;49,72;;;;
V;404902;;;Tryckrördelar Pvc GPA;57,76;;;;
V;404904;;;Lim och Smörjmedel Henkel;58,66;;;;
V;404906;;;Anborrningsbygel GPA;47,96;;;;
V;404920;;;Stödhylsor För PEX-Rör Ezze;72,49;;;;
V;404970;;;Köldbärarvätska;25,84;;;;
V;404986;;;Smartpress Rör II Viega;53,98;;;;
V;404988;;;Smartpress rördelar II Viega;52,84;;;;
V;404990;;;Solar Plus Smartpress rör I Viega;60,00;;;;
V;404992;;;Solar Plus Smartpress rördelar I Viega;60,00;;;;
V;404994;;;Solar Netto;50,00;;;;
V;404995;;;Solar Plus;60,00;;;;
V;404997;;;Anskaffningsmateriel AVC;30,00;;;;
V;405104;;;Avloppsdelar PP Pipelife;75,17;;;;
V;405118;;;Markrördelar PP Pipelife;73,69;;;;
V;405210;;;Avloppsdelar Inomhus PP Uponor;66,89;;;;
V;405300;;;Avl.Rör PP Faluplast;44,80;;;;
V;405302;;;Vulk-Gumminipplar Faluplast;55,67;;;;
V;405304;;;Vacuumvent.F Avlopp Faluplast;45,25;;;;
V;405400;;;Avloppsrör Purus;36,08;;;;
V;405402;;;Avloppsrördelar Purus;45,14;;;;
V;405404;;;Gumminipplar Purus II;50,52;;;;
V;405406;;;Vacuumventiler Avlopp Purus I;27,64;;;;
V;405600;;;Wc-Stos Jafo;55,24;;;;
V;405602;;;Vacuumventil Jafo;31,05;;;;
V;405700;;;Överg.Koppl Fernco Ibeco;58,69;;;;
V;405800;;;Brandtätning Stål & Brand;47,85;;;;
V;405900;;;Markeringslock Ekå;39,74;;;;
V;405906;;;Avloppsrör silent Geberit;57,12;;;;
V;405908;;;Avloppsrördelar silent Geberit;53,22;;;;
V;405910;;;Avloppsrör Silent Pro Geberit;57,09;;;;
V;405911;;;Avloppsdelar Silent Pro Geberit;44,82;;;;
V;405980;;;Solar Plus PP Markrör;60,00;;;;
V;405982;;;Solar Plus Markdelar;60,00;;;;
V;405990;;;Solar Plus PP Rör I;60,00;;;;
V;405991;;;Solar Plus PP Rör II;60,00;;;;
V;405992;;;Solar Plus PP Delar I;60,00;;;;
V;405993;;;Solar Plus PP Delar II;60,00;;;;
V;405994;;;Solar Netto;50,00;;;;
V;405995;;;Solar Plus;60,00;;;;
V;405997;;;Anskaffningsmateriel AVC;30,00;;;;
V;406990;;;Solar Plus Dräneringsrör;60,00;;;;
V;406991;;;Solar Plus Drändelar;60,00;;;;
V;406992;;;Solar Plus Vägtrummor;60,00;;;;
V;406993;;;Solar Plus Fiberduk;60,00;;;;
V;406994;;;Solar Netto;50,00;;;;
V;406995;;;Solar Plus;60,00;;;;
V;406997;;;Anskaffningsmateriel AVC;30,00;;;;
V;407100;;;Isolering OTbh Nmc;66,80;;;;
V;407102;;;Isolering Tbh Nmc;68,07;;;;
V;407200;;;Isolering Isover Profisol;61,70;;;;
V;407202;;;Ytbeklänad Isogenopak Profisol;50,63;;;;
V;407300;;;Täckbrickor Faluplast;49,64;;;;
V;407302;;;Brickor Faluplast;59,02;;;;
V;407304;;;Rörklammer Faluplast;61,39;;;;
V;407400;;;Klammor, Pro Clamp Snap Kruge;69,55;;;;
V;407402;;;MontageTbh, Montageband Kruge;62,74;;;;
V;407404;;;Klammor, Markrsvep Kruge;65,05;;;;
V;407406;;;Klammor, Kylskålar Kruge;64,97;;;;
V;407408;;;Klammor, Valvstöd Kruge;60,72;;;;
V;407410;;;Klammor, Rundjärnsbygel Kruge;62,17;;;;
V;407412;;;Klammor, Övriga Kruge;57,38;;;;
V;407414;;;Klammor, Duo Clamp Kruge;68,07;;;;
V;407416;;;Fästmaterial, Bladskruv Kruge;56,91;;;;
V;407418;;;Fästmaterial, Pendlar Kruge;56,91;;;;
V;407420;;;Fästmaterial, Skruvstift Kruge;67,35;;;;
V;407424;;;Fästmaterial, VVS-Skruv Kruge;60,15;;;;
V;407426;;;MontageTbh, Syskonklammor Kruge;62,78;;;;
V;407428;;;Montagedetaljer, Balkklammer Kruge;63,51;;;;
V;407430;;;MontageTbh, Bladhylsa Kruge;59,61;;;;
V;407432;;;MontageTbh, L- & Z-järn Kruge;61,59;;;;
V;407434;;;Montagedetaljer, Övriga Kruge;63,31;;;;
V;407436;;;MontageTbh, Gängstång Kruge;65,51;;;;
V;407438;;;Skensystem, Pendelfäste Kruge;66,43;;;;
V;407440;;;Skensystem Pressix CC 41 Kruge;55,55;;;;
V;407442;;;Skensystem, Pendelkonsol Kruge;65,32;;;;
V;407444;;;Skensystem Framo 80 Kruge;55,96;;;;
V;407446;;;Skensystem Pressix CC 27 Kruge;63,89;;;;
V;407448;;;Plastprodukter, DC-brickor Kruge;50,17;;;;
V;407500;;;Kemtekniska prod. Henkel;43,72;;;;
V;407502;;;Tätningsmatrial Lundgrens;61,78;;;;
V;407600;;;'Skruv och fästmaterial Kruge;60,15;;;;
V;407602;;;Fästmaterial MEA;65,84;;;;
V;407604;;;Kemiprodukter Sika;61,54;;;;
V;407700;;;Förbrukningsmaterial Unipak;61,30;;;;
V;407702;;;Reservdelar Blandar Unipak;67,60;;;;
V;407800;;;Rörklammer Purus II;43,12;;;;
V;407900;;;Radontätning Wideco;58,41;;;;
V;407904;;;Klamsvep FFZV Gunnar A;64,00;;;;
V;407906;;;Rörklammer Rörklammerfabriken;56,91;;;;
V;407908;;;Klamsvep CU Gunnar A;62,74;;;;
V;407910;;;Klamsvep RFR Gunnar A;56,42;;;;
V;407912;;;Tryckrörsklammer GPA;60,38;;;;
V;407914;;;Tätning Locher;63,89;;;;
V;407918;;;Fästmaterial Imex;62,17;;;;
V;407926;;;Märktape Collinder;53,27;;;;
V;407928;;;Spoltråd Jowema;49,41;;;;
V;407930;;;Tape Eurocool;61,59;;;;
V;407932;;;Vägsalt Hansson & Möhring;53,60;;;;
V;407934;;;Rörklammer Pipelife;70,39;;;;
V;407990;;;Solar Plus;60,00;;;;
V;407994;;;Solar Netto;50,00;;;;
V;407995;;;Solar Plus;60,00;;;;
V;407997;;;Anskaffningsmateriel AVC;30,00;;;;
V;408100;;;Solar Plus Kulventiler VA Gbg Vvs;48,06;;;;
V;408200;;;Kulventiler VVS Beulco I;54,91;;;;
V;408202;;;Kulventiler VVS Beulco II;54,33;;;;
V;408206;;;Kulventil Filterball Beulco;49,64;;;;
V;408214;;;Bottenventiler Beulco;45,44;;;;
V;408350;;;Servisventiler Ulefos;47,15;;;;
V;408400;;;Kulventiler TA;51,70;;;;
V;408600;;;Kulvent Stål Broen;41,24;;;;
V;408610;;;Ventiler  Vexve / NAVAL;34,41;;;;
V;408700;;;Slang Lundgrens;59,95;;;;
V;408702;;;Slangkoppl. oTbh Lundgrens;56,88;;;;
V;408704;;;Tryckluftskopplingar Lundgren;55,94;;;;
V;408800;;;Kikbox+Lock EZZE;52,48;;;;
V;408802;;;SLANGKOPPL. EZZE;59,95;;;;
V;408900;;;Magnetventiler Danfoss;51,29;;;;
V;408906;;;Va-Ventiler OTbh Ekå;40,73;;;;
V;408914;;;Sllanghylla Elajo;59,04;;;;
V;408916;;;Slangkoppl. oTbh Elajo;45,71;;;;
V;408920;;;Kulventiler Pvc Gpa;62,21;;;;
V;408994;;;Solar Netto;50,00;;;;
V;408995;;;Solar Plus;60,00;;;;
V;408997;;;Anskaffningsmateriel AVC;30,00;;;;
V;409100;;;Termostatventil MMA I;50,40;;;;
V;409101;;;Termostatventil MMA X;53,16;;;;
V;409102;;;Termostatventil MMA II;50,34;;;;
V;409104;;;Termostatventil Tbh MMA;48,50;;;;
V;409106;;;Termventil (Polerat) MMA;48,50;;;;
V;409108;;;Radiatorkoppel MMA;58,43;;;;
V;409110;;;Returventiler MMA;51,24;;;;
V;409112;;;Gruppventil MMA;51,56;;;;
V;409114;;;Reglerventiler MMA;40,15;;;;
V;409116;;;Tbh Tryckkärl MMA;49,72;;;;
V;409200;;;Term.Ventil Danfoss;43,46;;;;
V;409201;;;Term.Ventil Danfoss X;48,71;;;;
V;409202;;;Reglerventiler Danfoss;34,22;;;;
V;409203;;;Radiatorventil Danfoss Pure;46,30;;;;
V;409300;;;Termmostat Ventil TA;62,14;;;;
V;409302;;;Radiatorkoppel Ta;61,87;;;;
V;409304;;;Radiator O Returkoppl Ta;54,63;;;;
V;409305;;;Returkopplingar IMI;53,40;;;;
V;409306;;;Returventiler Ta;55,73;;;;
V;409310;;;Reglerventiler Ta;49,72;;;;
V;409312;;;Reglerventil Ta I;54,91;;;;
V;409314;;;Reglerventil Ta II;49,69;;;;
V;409316;;;Reglerventil Stad/Stap TA;56,64;;;;
V;409318;;;Avluftare TA;35,82;;;;
V;409400;;;Shunt och Blandningsventiler Esbe;49,64;;;;
V;409404;;;Beredararmatur Esbe;47,28;;;;
V;409406;;;Vacuumventiler Esbe;38,54;;;;
V;409408;;;Backventiler Esbe;35,75;;;;
V;409500;;;Beredararmatur Lk;47,88;;;;
V;409502;;;Shunt och Blandningsventil Lk;57,26;;;;
V;409504;;;Säkerhetsventiler Lk;54,02;;;;
V;409506;;;Flottöravluftare Lk;47,24;;;;
V;409508;;;Vacuumventiler Lk;40,07;;;;
V;409600;;;Backventiler Beulco;50,81;;;;
V;409602;;;Backventiler Kontrollerbar Beulco;32,87;;;;
V;409604;;;Säkerhetsventiler Beulco;49,98;;;;
V;409606;;;Smutsfilter Beulco;49,48;;;;
V;409608;;;Reglerventiler Beulco;54,02;;;;
V;409610;;;Avluftare Beulco;42,93;;;;
V;409614;;;Teknisk Armatur Beulco;32,38;;;;
V;409800;;;Luftningsventil Ezze;50,95;;;;
V;409802;;;Backventiler Ezze;37,12;;;;
V;409902;;;Reglerventiler Nordicold;50,95;;;;
V;409904;;;Avluftare Retherm;53,78;;;;
V;409908;;;Luftningsventil Ema;42,43;;;;
V;409914;;;Avluftare Flamco;53,12;;;;
V;409916;;;Luftnyckel 4AX Holmgrens;50,95;;;;
V;409918;;;Ventilrör Durgo;35,78;;;;
V;409920;;;Vacuumventiler Durgo;40,32;;;;
V;409922;;;Säkerhetsventil Durgo;39,16;;;;
V;409924;;;Backventil JCH;51,70;;;;
V;409928;;;Gummikompensatorer Teddington;34,38;;;;
V;409930;;;Säkerheysventil Somatherm;35,75;;;;
V;409990;;;Solar Plus Radiatortermostat;60,00;;;;
V;409991;;;Solar Plus Radiator Tbh;60,00;;;;
V;409994;;;Solar Netto;50,00;;;;
V;409995;;;Solar Plus;60,00;;;;
V;409997;;;Anskaffningsmateriel AVC;30,00;;;;
V;410100;;;Vattenmätarkonsol Beulco;50,21;;;;
V;410104;;;Mätinstrument Beulco;54,63;;;;
V;410106;;;HydroforTbh Beulco;48,64;;;;
V;410200;;;Vattenmätarekopplingar Mässing Ezze;63,89;;;;
V;410202;;;Vattenmätare MTbh Ezze;47,82;;;;
V;410300;;;Vattenmätare Broen;55,16;;;;
V;410350;;;Vattenmätarkonsol Villeroy & Boch;47,88;;;;
V;410400;;;Vattenmätare M.Tbh Lk;47,65;;;;
V;410500;;;Vattenmätare  GMJ;42,84;;;;
V;410600;;;Mätinstrument ventiler Rubens;38,48;;;;
V;410700;;;Mätinstrument Brannan;50,34;;;;
V;410994;;;Solar Netto;50,00;;;;
V;410997;;;Anskaffningsmateriel AVC;30,00;;;;
V;411099;;;Golvbrunnar Purus X;41,46;;;;
V;411100;;;Golvbrunnar Purus I;41,14;;;;
